Student,State,IsCorrect,Time,TestCount
10,NS,1,0,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,8994,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,35,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,1,0
10,NT,0,0,0
10,NT,0,1,0
10,NT,0,429,0
10,NT,0,44,0
10,NT,0,7631,0
10,NT,0,68,0
10,NT,0,0,0
10,NT,0,33,0
10,NT,0,0,0
10,NT,0,358,0
10,NT,0,30,0
10,NT,0,28,0
10,NT,0,214,0
10,NT,0,64,0
10,NT,0,1,0
10,NT,0,3,0
10,NT,0,8,0
10,NT,0,52,0
10,NT,0,57,0
10,NT,0,0,0
10,NT,0,210,0
10,NT,0,29,0
10,NT,0,0,0
10,NT,0,526,0
10,NT,0,20,0
10,NT,0,54,0
10,NT,0,95,0
10,NT,0,4,0
10,NT,0,124,0
10,NT,0,22,0
10,NT,0,56,0
10,NT,0,90,0
10,NT,0,79,0
10,NT,0,66,0
10,NT,0,21,0
10,NT,0,157,0
10,NT,0,0,0
10,NT,0,515,0
10,NT,0,400,0
10,NT,0,63,0
10,NT,0,14,0
10,NT,0,27,0
10,NT,0,180,0
10,NT,0,172,0
10,NT,0,424,0
10,NT,0,153,0
10,NT,0,121,0
10,NT,0,291,0
10,NT,0,0,0
10,NT,0,115,0
10,NT,0,40,0
10,NT,0,0,0
10,NT,0,149,0
10,NT,0,522,0
10,NT,0,3,0
10,NT,0,38,0
10,NT,0,0,0
10,NT,0,278,0
10,NT,0,226,0
10,NT,0,7,0
10,NT,0,41,0
10,NT,0,504,0
10,NT,0,558,0
10,NT,0,70,0
10,NT,0,134,0
10,NT,0,18,0
10,NT,0,24,0
10,NT,0,14,0
10,NT,0,206,0
10,NT,0,4,0
10,NT,0,8,0
10,NT,0,6,0
10,NT,0,8,0
10,NT,0,2,0
10,NT,0,7,0
10,NT,0,3,0
10,NT,0,232,0
10,NT,0,66,0
10,NT,0,194,0
10,NT,0,21,0
10,NT,0,286,0
10,NT,0,11,0
10,NT,0,29,0
10,NT,0,228,0
10,NT,0,48,0
10,NT,0,15,0
10,NT,0,5,0
10,NT,0,16,0
10,NT,0,39,0
10,NT,0,133,0
10,NT,0,18,0
10,NT,0,323,0
10,NT,0,46,0
10,NT,0,4,0
10,NT,0,182,0
10,NT,0,84,0
10,NT,0,27,0
10,NT,0,12,0
10,NT,0,834,0
10,NT,0,605,0
10,NT,0,17,0
10,NT,0,169,0
10,NT,0,9,0
10,NT,0,11,0
10,NT,0,9,0
10,NT,0,22,0
10,NT,0,33,0
10,NT,0,77,0
10,NT,0,46,0
10,NT,0,115,0
10,NT,0,34,0
10,NT,0,282,0
10,NT,0,6,0
10,NT,0,169,0
10,NT,0,16,0
10,NT,0,0,0
10,NT,0,41,0
10,NT,0,114,0
10,NT,0,36,0
10,NT,0,32,0
10,NT,0,52,0
10,NT,0,100,0
10,NT,0,27,0
10,NT,0,118,0
10,NT,0,0,0
10,NT,0,346,0
10,NT,0,14,0
10,NT,0,43,0
10,NT,0,90,0
10,NT,0,0,0
10,NT,0,263,0
10,NT,0,149,0
10,NT,0,86,0
10,NT,0,1,0
10,NT,0,619,0
10,NT,0,89,0
10,NT,0,78,0
11,NS,1,0,0
11,WR,1,0,0
11,WR,1,9,0
11,WR,1,58,1
11,MO,0,17,2
11,MO,0,174,2
11,MO,0,11,2
11,RE,1,5,2
11,RE,1,0,2
11,RE,1,9,2
11,RE,1,16,2
11,RE,1,3,2
11,RE,1,0,2
11,RE,1,6,2
11,RE,1,19,2
11,RE,1,5,2
11,RE,1,0,2
11,RE,1,13,2
11,RE,1,0,2
11,RE,1,0,2
11,RE,1,6,2
11,RE,1,18,2
11,RE,1,0,2
11,RE,1,0,2
11,RE,1,6,2
11,RE,1,1,2
11,RE,1,56,2
11,RE,1,6,2
11,RE,1,21,2
11,RE,1,2,2
11,RE,1,0,2
11,RE,1,9,2
11,RE,1,11,2
11,RE,1,7,2
11,RE,1,0,2
11,RE,1,20,2
11,GR,1,21,2
11,WR,1,100,3
11,MO,0,135,4
11,MO,0,75,4
11,NT,0,13,4
11,NT,0,39,4
11,NT,0,16,4
11,NT,0,20,4
11,NT,0,20,4
11,NT,0,2,4
11,NT,0,92,4
11,NT,0,10,4
11,NT,0,13,4
11,NT,0,8,4
11,NT,0,23,4
11,NT,0,4,4
11,NT,0,45,4
11,NT,0,16,4
11,NT,0,0,4
11,NT,0,18,4
11,NT,0,88,4
11,NT,0,2,4
11,NT,0,9,4
11,NT,0,0,4
11,NT,0,12,4
11,NT,0,3,4
11,NT,0,0,4
11,NT,0,10,4
11,NT,0,21,4
11,NT,0,3,4
11,NT,0,0,4
11,NT,0,0,4
11,NT,0,0,4
11,GR,1,0,4
11,GR,1,3,4
11,RF,1,115,4
11,RF,1,13,4
11,RF,1,39,4
11,RF,1,0,4
11,RF,1,46,4
11,RF,1,5,4
11,RF,1,4,4
11,RF,1,10,4
11,RF,1,11,4
11,RF,1,52,4
11,RF,1,1,4
11,RF,1,0,4
11,RF,1,12,4
11,RF,1,9,4
11,RF,1,14,4
11,RF,1,3,4
11,RF,1,0,4
11,RF,1,81,4
11,RF,1,7,4
11,WR,1,50,5
11,WR,1,76,5
11,RE,1,5,5
11,RE,1,0,5
11,RE,1,7,5
11,RE,1,9,5
11,RE,1,10,5
11,RE,1,0,5
11,RE,1,42,5
11,RE,1,11,5
11,RE,1,13,5
11,RE,1,15,5
11,RE,1,0,5
11,RE,1,0,5
11,RE,1,0,5
11,RE,1,12,5
11,RE,1,2,5
11,RE,1,0,5
11,RE,1,0,5
11,GR,1,0,5
11,RF,1,0,5
11,RF,1,17,5
11,RF,1,0,5
11,RF,1,0,5
11,RF,1,10,5
11,RF,1,39,5
11,RF,1,258,5
11,RF,1,13,5
11,WR,1,185,6
11,MO,0,33,7
11,NT,0,7,8
11,NT,0,9,8
11,NT,0,6,8
11,NT,0,62,9
11,NT,0,8,9
11,NT,0,18,9
11,NT,0,68,10
11,NT,0,3,10
11,NT,0,36,10
11,NT,0,4,10
11,NT,0,0,10
11,NT,0,12,10
11,NT,0,7,10
11,NT,0,3,10
11,NT,0,89,10
11,NT,0,4,10
11,NT,0,2,10
11,NT,0,0,10
11,NT,0,11,10
11,NT,0,14,10
11,NT,0,1,10
11,NT,0,3,10
11,NT,0,0,10
11,NT,0,11,10
11,NT,0,0,10
11,NT,0,4,10
11,NT,0,2,10
11,NT,0,0,10
11,NT,0,20,10
11,NT,0,11,10
11,NT,0,11,10
11,NT,0,44,10
11,NT,0,1,10
11,NT,0,21,10
11,NT,0,85,10
11,NT,0,12,10
11,NT,0,1,10
11,NT,0,0,10
11,NT,0,21,10
11,NT,0,11,10
11,NT,0,4,10
11,NT,0,0,10
11,NT,0,0,10
11,NT,0,0,10
11,NT,0,9,10
11,NT,0,18,10
11,NT,0,4,10
11,NT,0,5,10
11,NT,0,0,10
11,NT,0,0,10
11,NT,0,1,10
11,NT,0,4,10
11,NT,0,0,10
11,NT,0,46,10
11,NT,0,13,10
11,NT,0,3,10
11,NT,0,0,10
11,NT,0,0,10
11,NT,0,0,10
11,NT,0,0,10
11,NT,0,5,10
11,NT,0,0,10
11,NT,0,12,10
11,NT,0,1,10
11,NT,0,1,10
11,NT,0,2,10
11,NT,0,125,10
11,NT,0,14,10
11,NT,0,17,10
11,NT,0,33,10
11,NT,0,20,10
11,NT,0,11,10
11,NT,0,50,10
11,NT,0,17,10
11,NT,0,3,10
11,NT,0,0,10
11,NT,0,19,10
11,NT,0,2,10
11,NT,0,0,10
11,NT,0,3,10
11,NT,0,13,10
11,NT,0,14,10
11,NT,0,5,10
11,NT,0,21,10
11,NT,0,40,10
11,NT,0,111,10
